09717845,0.5109717845
23602,-0.3793103694,0.3793103694
23605,-0.3793103694,0.3793103694
23609,-0.3793103694,0.3793103694
23612,-0.3793103694,0.3793103694
23616,-0.3793103694,0.3793103694
23619,-0.3793103694,0.3793103694
23622,-0.3793103694,0.3793103694
23626,-0.3667711019,0.3667711019
23629,-0.3667711019,0.3667711019
23632,-0.3667711019,0.3667711019
23636,-0.3667711019,0.3667711019
23640,-0.3667711019,0.3667711019
23643,-0.3667711019,0.3667711019
23647,-0.3542319536,0.3542319536
23650,-0.3542319536,0.3542319536
23653,-0.3542319536,0.3542319536
23657,-0.3542319536,0.3542319536
23660,-0.3542319536,0.3542319536
23663,-0.3542319536,0.3542319536
23667,-0.3479623794,0.3479623794
23670,-0.3479623794,0.3479623794
23674,-0.3479623794,0.3479623794
23677,-0.3479623794,0.3479623794
23681,-0.3479623794,0.3479623794
23685,-0.3479623794,0.3479623794
23688,-0.3354232311,0.3354232311
23691,-0.3354232311,0.3354232311
23695,-0.3354232311,0.3354232311
23698,-0.3354232311,0.3354232311
23701,-0.3354232311,0.3354232311
23705,-0.3354232311,0.3354232311
23708,-0.3291536569,0.3291536569
23712,-0.3291536569,0.3291536569
23715,-0.3291536569,0.3291536569
23718,-0.3291536569,0.3291536569
23723,-0.3291536569,0.3291536569
23726,-0.3291536569,0.3291536569
23729,-0.3040752410,0.3040752410
23733,-0.3040752410,0.3040752410
23736,-0.3040752410,0.3040752410
23739,-0.3040752410,0.3040752410
23743,-0.3040752410,0.3040752410
23746,-0.3040752410,0.3040752410
23749,-0.3040752410,0.3040752410
23753,-0.3040752410,0.3040752410
23756,-0.3040752410,0.3040752410
23759,-0.3040752410,0.3040752410
23763,-0.3040752410,0.3040752410
23767,-0.3040752410,0.3040752410
23770,-0.2978056716,0.2978056716
23774,-0.2978056716,0.2978056716
23777,-0.2978056716,0.2978056716
23780,-0.2978056716,0.2978056716
23784,-0.2978056716,0.2978056716
23787,-0.2978056716,0.2978056716
23790,-0.2852663993,0.2852663993
23794,-0.2852663993,0.2852663993
23797,-0.2852663993,0.2852663993
23801,-0.2852663993,0.2852663993
23804,-0.2852663993,0.2852663993
23808,-0.2852663993,0.2852663993
23812,-0.2664576768,0.2664576768
23815,-0.2664576768,0.2664576768
23818,-0.2664576768,0.2664576768
23822,-0.2664576768,0.2664576768
23825,-0.2664576768,0.2664576768
23828,-0.2664576768,0.2664576768
23832,-0.2539185285,0.2539185285
23835,-0.2539185285,0.2539185285
23839,-0.2539185285,0.2539185285
23842,-0.2539185285,0.2539185285
23845,-0.2539185285,0.2539185285
23849,-0.2539185285,0.2539185285
23853,-0.2476489543,0.2476489543
23856,-0.2476489543,0.2476489543
23860,-0.2476489543,0.2476489543
23863,-0.2476489543,0.2476489543
23866,-0.2476489543,0.2476489543
23870,-0.2476489543,0.2476489543
23873,-0.2413792610,0.2413792610
23877,-0.2413792610,0.2413792610
23880,-0.2413792610,0.2413792610
23883,-0.2413792610,0.2413792610
23887,-0.2413792610,0.2413792610
23890,-0.2413792610,0.2413792610
23894,-0.2225705385,0.2225705385
23898,-0.2225705385,0.2225705385
23901,-0.2225705385,0.2225705385
23904,-0.2225705385,0.2225705385
23908,-0.2225705385,0.2225705385
23911,-0.2225705385,0.2225705385
23914,-0.2288401126,0.2288401126
23918,-0.2288401126,0.2288401126
23921,-0.2288401126,0.2288401126
23925,-0.2288401126,0.2288401126
23928,-0.2288401126,0.2288401126
23931,-0.2288401126,0.2288401126
23936,-0.2037616968,0.2037616968
23939,-0.2037616968,0.2037616968
23942,-0.2037616968,0.2037616968
23946,-0.2037616968,0.2037616968
23949,-0.2037616968,0.2037616968
23952,-0.2037616968,0.2037616968
23956,-0.1974921226,0.1974921226
23959,-0.1974921226,0.1974921226
23963,-0.1974921226,0.1974921226
23966,-0.1974921226,0.1974921226
23969,-0.1974921226,0.1974921226
23973,-0.1974921226,0.1974921226
23976,-0.1724138259,0.1724138259
23980,-0.1724138259,0.1724138259
23984,-0.1724138259,0.1724138259
23987,-0.1724138259,0.1724138259
23990,-0.1724138259,0.1724138259
23994,-0.1724138259,0.1724138259
23997,-0.1661442518,0.1661442518
24001,-0.1661442518,0.1661442518
24004,-0.1661442518,0.1661442518
24007,-0.1661442518,0.1661442518
24011,-0.1661442518,0.1661442518
24014,-0.1661442518,0.1661442518
24017,-0.1598745584,0.1598745584
24022,-0.1598745584,0.1598745584
24025,-0.1598745584,0.1598745584
24029,-0.1598745584,0.1598745584
24032,-0.1598745584,0.1598745584
24035,-0.1598745584,0.1598745584
24039,-0.1347962617,0.1347962617
24042,-0.1347962617,0.1347962617
24045,-0.1347962617,0.1347962617
24049,-0.1347962617,0.1347962617
24052,-0.1347962617,0.1347962617
24055,-0.1347962617,0.1347962617
24059,-0.1222569942,0.1222569942
24062,-0.1222569942,0.1222569942
24067,-0.1222569942,0.1222569942
24070,-0.1222569942,0.1222569942
24073,-0.1222569942,0.1222569942
24077,-0.1222569942,0.1222569942
24080,-0.1034482717,0.1034482717
24084,-0.1034482717,0.1034482717
24087,-0.1034482717,0.1034482717
24090,-0.1034482717,0.1034482717
24094,-0.1034482717,0.1034482717
24097,-0.1034482717,0.1034482717
24100,-0.0846395492,0.0846395492
24104,-0.0846395492,0.0846395492
24108,-0.0846395492,0.0846395492
24111,-0.0846395492,0.0846395492
24115,-0.0846395492,0.0846395492
24118,-0.0846395492,0.0846395492
24121,-0.0658307075,0.0658307075
24125,-0.0658307075,0.0658307075
24128,-0.0658307075,0.0658307075
24132,-0.0658307075,0.0658307075
24135,-0.0658307075,0.0658307075
24138,-0.0658307075,0.0658307075
24141,-0.0470219850,0.0470219850
24145,-0.0470219850,0.0470219850
24148,-0.0470219850,0.0470219850
24153,-0.0470219850,0.0470219850
24156,-0.0470219850,0.0470219850
24159,-0.0470219850,0.0470219850
24162,-0.0344827175,0.0344827175
24166,-0.0344827175,0.0344827175
24169,-0.0344827175,0.0344827175
24173,-0.0344827175,0.0344827175
24176,-0.0344827175,0.0344827175
24179,-0.0344827175,0.0344827175
24183,-0.0156739950,0.0156739950
24186,-0.0156739950,0.0156739950
24189,-0.0156739950,0.0156739950
24194,-0.0156739950,0.0156739950
24197,-0.0156739950,0.0156739950
24200,-0.0156739950,0.0156739950
24204,0.0094043617,-0.0094043617
24207,0.0094043617,-0.0094043617
24211,0.0094043617,-0.0094043617
24214,0.0094043617,-0.0094043617
24217,0.0094043617,-0.0094043617
24220,0.0094043617,-0.0094043617
24224,0.0282131433,-0.0282131433
24227,0.0282131433,-0.0282131433
24231,0.0282131433,-0.0282131433
24235,0.0282131433,-0.0282131433
24238,0.0282131433,-0.0282131433
24242,0.0470219230,-0.0470219230
24245,0.0470219230,-0.0470219230
24248,0.0470219230,-0.0470219230
24252,0.0470219230,-0.0470219230
24255,0.0470219230,-0.0470219230
24258,0.0470219230,-0.0470219230
24262,0.0658307075,-0.0658307075
24265,0.0658307075,-0.0658307075
24269,0.0658307075,-0.0658307075
24272,0.0658307075,-0.0658307075
24275,0.0658307075,-0.0658307075
24279,0.0658307075,-0.0658307075
24283,0.0846394920,-0.0846394920
24286,0.0846394920,-0.0846394920
24290,0.0846394920,-0.0846394920
24293,0.0846394920,-0.0846394920
24296,0.0846394920,-0.0846394920
24300,0.0846394920,-0.0846394920
24303,0.1097178459,-0.1097178459
24306,0.1097178459,-0.1097178459
24310,0.1097178459,-0.1097178459
24313,0.1097178459,-0.1097178459
24316,0.1097178459,-0.1097178459
24321,0.1097178459,-0.1097178459
24324,0.1285266284,-0.1285266284
24328,0.1285266284,-0.1285266284
24331,0.1285266284,-0.1285266284
24334,0.1285266284,-0.1285266284
24338,0.1285266284,-0.1285266284
24341,0.1285266284,-0.1285266284
24344,0.1473354101,-0.1473354101
24348,0.1473354101,-0.1473354101
24351,0.1473354101,-0.1473354101
24354,0.1473354101,-0.1473354101
24358,0.1473354101,-0.1473354101
24361,0.1473354101,-0.1473354101
24366,0.1661441898,-0.1661441898
24369,0.1661441898,-0.1661441898
24372,0.1661441898,-0.1661441898
24376,0.1661441898,-0.1661441898
24379,0.1661441898,-0.1661441898
24382,0.1661441898,-0.1661441898
24386,0.1786834001,-0.1786834001
24389,0.1786834001,-0.1786834001
24393,0.1786834001,-0.1786834001
24396,0.1786834001,-0.1786834001
24399,0.1786834001,-0.1786834001
24402,0.1786834001,-0.1786834001
24407,0.2037617683,-0.2037617683
24410,0.2037617683,-0.2037617683
24414,0.2037617683,-0.2037617683
24417,0.2037617683,-0.2037617683
24420,0.2037617683,-0.2037617683
24424,0.2037617683,-0.2037617683
24427,0.2225705385,-0.2225705385
24430,0.2225705385,-0.2225705385
24434,0.2225705385,-0.2225705385
24437,0.2225705385,-0.2225705385
24440,0.2225705385,-0.2225705385
24444,0.2225705385,-0.2225705385
24448,0.2351097583,-0.2351097583
24452,0.2351097583,-0.2351097583
24455,0.2351097583,-0.2351097583
24458,0.2351097583,-0.2351097583
24462,0.2351097583,-0.2351097583
24465,0.2351097583,-0.2351097583
24468,0.2351097583,-0.2351097583
24472,0.2351097583,-0.2351097583
24475,0.2351097583,-0.2351097583
24478,0.2351097583,-0.2351097583
24482,0.2351097583,-0.2351097583
24485,0.2351097583,-0.2351097583
24488,0.2664576768,-0.2664576768
24493,0.2664576768,-0.2664576768
24496,0.2664576768,-0.2664576768
24500,0.2664576768,-0.2664576768
24503,0.2664576768,-0.2664576768
24506,0.2664576768,-0.2664576768
24510,0.2852664470,-0.2852664470
24513,0.2852664470,-0.2852664470
24516,0.2852664470,-0.2852664470
24520,0.2852664470,-0.2852664470
24523,0.2852664470,-0.2852664470
24526,0.2852664470,-0.2852664470
24530,0.2978056716,-0.2978056716
24534,0.2978056716,-0.2978056716
24537,0.2978056716,-0.2978056716
24541,0.2978056716,-0.2978056716
24544,0.2978056716,-0.2978056716
24547,0.2978056716,-0.2978056716
24551,0.3040752410,-0.3040752410
24554,0.3040752410,-0.3040752410
24558,0.3040752410,-0.3040752410
24561,0.3040752410,-0.3040752410
24564,0.3040752410,-0.3040752410
24567,0.3040752410,-0.3040752410
24571,0.3103448152,-0.3103448152
24574,0.3103448152,-0.3103448152
24579,0.3103448152,-0.3103448152
24582,0.3103448152,-0.3103448152
24585,0.3103448152,-0.3103448152
24589,0.3103448152,-0.3103448152
24592,0.3228840351,-0.3228840351
24595,0.3228840351,-0.3228840351
24599,0.3228840351,-0.3228840351
24602,0.3228840351,-0.3228840351
24605,0.3228840351,-0.3228840351
24609,0.3228840351,-0.3228840351
24612,0.3416928052,-0.3416928052
24616,0.3416928052,-0.3416928052
24620,0.3416928052,-0.3416928052
24623,0.3416928052,-0.3416928052
24627,0.3416928052,-0.3416928052
24630,0.3416928052,-0.3416928052
24633,0.3667711734,-0.3667711734
24637,0.3667711734,-0.3667711734
24640,0.3667711734,-0.3667711734
24643,0.3667711734,-0.3667711734
24647,0.3667711734,-0.3667711734
24650,0.3667711734,-0.3667711734
24653,0.3605015754,-0.3605015754
24657,0.3605015754,-0.3605015754
24660,0.3605015754,-0.3605015754
24664,0.3605015754,-0.3605015754
24668,0.3605015754,-0.3605015754
24671,0.3605015754,-0.3605015754
24674,0.3793103694,-0.3793103694
24678,0.3793103694,-0.3793103694
24681,0.3793103694,-0.3793103694
24685,0.3793103694,-0.3793103694
24688,0.3793103694,-0.3793103694
24691,0.3793103694,-0.3793103694
24695,0.3855799484,-0.3855799484
24698,0.3855799484,-0.3855799484
24701,0.3855799484,-0.3855799484
24706,0.3855799484,-0.3855799484
24709,0.3855799484,-0.3855799484
24712,0.3855799484,-0.3855799484
24716,0.4043887138,-0.4043887138
24719,0.4043887138,-0.4043887138
24722,0.4043887138,-0.4043887138
24726,0.4043887138,-0.4043887138
24729,0.4043887138,-0.4043887138
24732,0.4043887138,-0.4043887138
24736,0.4106583118,-0.4106583118
24739,0.4106583118,-0.4106583118
24743,0.4106583118,-0.4106583118
24747,0.4106583118,-0.4106583118
24750,0.4106583118,-0.4106583118
24754,0.4106583118,-0.4106583118
24757,0.4294671058,-0.4294671058
24760,0.4294671058,-0.4294671058
24764,0.4294671058,-0.4294671058
24767,0.4294671058,-0.4294671058
24770,0.4294671058,-0.4294671058
24774,0.4294671058,-0.4294671058
24777,0.4294671058,-0.4294671058
24780,0.4294671058,-0.4294671058
24784,0.4294671058,-0.4294671058
24787,0.4294671058,-0.4294671058
24791,0.4294671058,-0.4294671058
24795,0.4294671058,-0.4294671058
24798,0.4357366561,-0.4357366561
24802,0.4357366561,-0.4357366561
24805,0.4357366561,-0.4357366561
24808,0.4357366561,-0.4357366561
24812,0.4357366561,-0.4357366561
24815,0.4357366561,-0.4357366561
24818,0.4294671058,-0.4294671058
24822,0.4294671058,-0.4294671058
24825,0.4294671058,-0.4294671058
24828,0.4294671058,-0.4294671058
24833,0.4294671058,-0.4294671058
24836,0.4294671058,-0.4294671058
24839,0.4420063018,-0.4420063018
24843,0.4420063018,-0.4420063018
24846,0.4420063018,-0.4420063018
24849,0.4420063018,-0.4420063018
24853,0.4420063018,-0.4420063018
24856,0.4420063018,-0.4420063018
24859,0.4420063018,-0.4420063018
24863,0.4420063018,-0.4420063018
24866,0.4420063018,-0.4420063018
24870,0.4420063018,-0.4420063018
24873,0.4420063018,-0.4420063018
24877,0.4420063018,-0.4420063018
24880,0.4420063018,-0.4420063018
24884,0.4420063018,-0.4420063018
24887,0.4420063018,-0.4420063018
24891,0.4420063018,-0.4420063018
24894,0.4420063018,-0.4420063018
24897,0.4420063018,-0.4420063018
24900,0.4420063018,-0.4420063018
24904,0.4420063018,-0.4420063018
24907,0.4420063018,-0.4420063018
24911,0.4420063018,-0.4420063018
24914,0.4420063018,-0.4420063018
24918,0.4420063018,-0.4420063018
24921,0.4294671058,-0.4294671058
24925,0.4294671058,-0.4294671058
24928,0.4294671058,-0.4294671058
24932,0.4294671058,-0.4294671058
24935,0.4294671058,-0.4294671058
24938,0.4294671058,-0.4294671058
24942,0.4294671058,-0.4294671058
24945,0.4294671058,-0.4294671058
24948,0.4294671058,-0.4294671058
24952,0.4294671058,-0.4294671058
24955,0.4294671058,-0.4294671058
24958,0.4294671058,-0.4294671058
24963,0.4231975078,-0.4231975078
24966,0.4231975078,-0.4231975078
24969,0.4231975078,-0.4231975078
24973,0.4231975078,-0.4231975078
24976,0.4231975078,-0.4231975078
24979,0.4231975078,-0.4231975078
24983,0.4294671058,-0.4294671058
24986,0.4294671058,-0.4294671058
24990,0.4294671058,-0.4294671058
24993,0.4294671058,-0.4294671058
24996,0.4294671058,-0.4294671058
25000,0.4294671058,-0.4294671058
25004,0.4106583118,-0.4106583118
25007,0.4106583118,-0.4106583118
25011,0.4106583118,-0.4106583118
25014,0.4106583118,-0.4106583118
25017,0.4106583118,-0.4106583118
25021,0.4106583118,-0.4106583118
25024,0.4043887138,-0.4043887138
25027,0.4043887138,-0.4043887138
25031,0.4043887138,-0.4043887138
25034,0.4043887138,-0.4043887138
25037,0.4043887138,-0.4043887138
25041,0.4043887138,-0.4043887138
25044,0.3918495178,-0.3918495178
25049,0.3918495178,-0.3918495178
25052,0.3918495178,-0.3918495178
25055,0.3918495178,-0.3918495178
25059,0.3918495178,-0.3918495178
25062,0.3918495178,-0.3918495178
25065,0.3605015754,-0.3605015754
25069,0.3605015754,-0.3605015754
25072,0.3605015754,-0.3605015754
25075,0.3605015754,-0.3605015754
25079,0.3605015754,-0.3605015754
25082,0.3605015754,-0.3605015754
25085,0.3605015754,-0.3605015754
25090,0.3605015754,-0.3605015754
25093,0.3605015754,-0.3605015754
25096,0.3605015754,-0.3605015754
25100,0.3605015754,-0.3605015754
25103,0.3605015754,-0.3605015754
25106,0.3542319536,-0.3542319536
25110,0.3542319536,-0.3542319536
25113,0.3542319536,-0.3542319536
25117,0.3542319536,-0.3542319536
25120,0.3542319536,-0.3542319536
25123,0.3542319536,-0.3542319536
25127,0.3416928052,-0.3416928052
25131,0.3416928052,-0.3416928052
25134,0.3416928052,-0.3416928052
25138,0.3416928052,-0.3416928052
25141,0.3416928052,-0.3416928052
25144,0.3416928052,-0.3416928052
25148,0.3479623794,-0.3479623794
25151,0.3479623794,-0.3479623794
25155,0.3479623794,-0.3479623794
25158,0.3479623794,-0.3479623794
25161,0.3479623794,-0.3479623794
25165,0.3479623794,-0.3479623794
25168,0.3228840351,-0.3228840351
25171,0.3228840351,-0.3228840351
25176,0.3228840351,-0.3228840351
25179,0.3228840351,-0.3228840351
25182,0.3228840351,-0.3228840351
25186,0.3228840351,-0.3228840351
25189,0.3103448152,-0.3103448152
25192,0.3103448152,-0.3103448152
25196,0.3103448152,-0.3103448152
25199,0.3103448152,-0.3103448152
25202,0.3103448152,-0.3103448152
25206,0.3103448152,-0.3103448152
25209,0.2915360450,-0.2915360450
25213,0.2915360450,-0.2915360450
25217,0.2915360450,-0.2915360450
25220,0.2915360450,-0.2915360450
25224,0.2915360450,-0.2915360450
25227,0.2915360450,-0.2915360450
25230,0.2852664470,-0.2852664470
25234,0.2852664470,-0.2852664470
25237,0.2852664470,-0.2852664470
25240,0.2852664470,-0.2852664470
25244,0.2852664470,-0.2852664470
25247,0.2852664470,-0.2852664470
25250,0.2664576768,-0.2664576768
25254,0.2664576768,-0.2664576768
25257,0.2664576768,-0.2664576768
25261,0.2664576768,-0.2664576768
25265,0.2664576768,-0.2664576768
25268,0.2664576768,-0.2664576768
25272,0.2539184570,-0.2539184570
25275,0.2539184570,-0.2539184570
25278,0.2539184570,-0.2539184570
25282,0.2539184570,-0.2539184570
25285,0.2539184570,-0.2539184570
25288,0.2539184570,-0.2539184570
25292,0.2413793087,-0.2413793087
25295,0.2413793087,-0.2413793087
25298,0.2413793087,-0.2413793087
25303,0.2413793087,-0.2413793087
25306,0.2413793087,-0.2413793087
25309,0.2413793087,-0.2413793087
25313,0.2163009643,-0.2163009643
25316,0.2163009643,-0.2163009643
25320,0.2163009643,-0.2163009643
25323,0.2163009643,-0.2163009643
25326,0.2163009643,-0.2163009643
25330,0.2163009643,-0.2163009643
25333,0.2037617683,-0.2037617683
25336,0.2037617683,-0.2037617683
25340,0.2037617683,-0.2037617683
25344,0.2037617683,-0.2037617683
25347,0.2037617683,-0.2037617683
25351,0.2037617683,-0.2037617683
25354,0.1849529743,-0.1849529743
25358,0.1849529743,-0.1849529743
25361,0.1849529743,-0.1849529743
25364,0.1849529743,-0.1849529743
25368,0.1849529743,-0.1849529743
25371,0.1849529743,-0.1849529743
25374,0.1724137687,-0.1724137687
25378,0.1724137687,-0.1724137687
25381,0.1724137687,-0.1724137687
25384,0.1724137687,-0.1724137687
25389,0.1724137687,-0.1724137687
25392,0.1724137687,-0.1724137687
25396,0.1536050415,-0.1536050415
25399,0.1536050415,-0.1536050415
25402,0.1536050415,-0.1536050415
25406,0.1536050415,-0.1536050415
25409,0.1536050415,-0.1536050415
25412,0.1536050415,-0.1536050415
25416,0.1347962617,-0.1347962617
25419,0.1347962617,-0.1347962617
25423,0.1347962617,-0.1347962617
25426,0.1347962617,-0.1347962617
25430,0.1347962617,-0.1347962617
25434,0.1347962617,-0.1347962617
25437,0.1097178459,-0.1097178459
25440,0.1097178459,-0.1097178459
25444,0.1097178459,-0.1097178459
25447,0.1097178459,-0.1097178459
25450,0.1097178459,-0.1097178459
25454,0.1097178459,-0.1097178459
25457,0.0971786975,-0.0971786975
25461,0.0971786975,-0.0971786975
25464,0.0971786975,-0.0971786975
25467,0.0971786975,-0.0971786975
25472,0.0971786975,-0.0971786975
25475,0.0971786975,-0.0971786975
25478,0.0721003437,-0.0721003437
25482,0.0721003437,-0.0721003437
25485,0.0721003437,-0.0721003437
25488,0.0721003437,-0.0721003437
25492,0.0721003437,-0.0721003437
25495,0.0532915592,-0.0532915592
25499,0.0532915592,-0.0532915592
25502,0.0532915592,-0.0532915592
25505,0.0532915592,-0.0532915592
25509,0.0532915592,-0.0532915592
25512,0.0532915592,-0.0532915592
25516,0.0344827771,-0.0344827771
25520,0.0344827771,-0.0344827771
25523,0.0344827771,-0.0344827771
25527,0.0344827771,-0.0344827771
25530,0.0344827771,-0.0344827771
25533,0.0344827771,-0.0344827771
25537,0.0156739950,-0.0156739950
25540,0.0156739950,-0.0156739950
25543,0.0156739950,-0.0156739950
25547,0.0156739950,-0.0156739950
25550,0.0156739950,-0.0156739950
25553,0.0156739950,-0.0156739950
25558,0.0031347870,-0.0031347870
25561,0.0031347870,-0.0031347870
25564,0.0031347870,-0.0031347870
25568,0.0031347870,-0.0031347870
25571,0.0031347870,-0.0031347870
25574,0.0031347870,-0.0031347870
25578,-0.0031348466,0.0031348466
25581,-0.0031348466,0.0031348466
25584,-0.0031348466,0.0031348466
25588,-0.0031348466,0.0031348466
25591,-0.0031348466,0.0031348466
25594,-0.0031348466,0.0031348466
25598,-0.0407522916,0.0407522916
25602,-0.0407522916,0.0407522916
25606,-0.0407522916,0.0407522916
25609,-0.0407522916,0.0407522916
25612,-0.0407522916,0.0407522916
25616,-0.0407522916,0.0407522916
25619,-0.0595611333,0.0595611333
25622,-0.0595611333,0.0595611333
25626,-0.0595611333,0.0595611333
25629,-0.0595611333,0.0595611333
25632,-0.0595611333,0.0595611333
25636,-0.0595611333,0.0595611333
25639,-0.0783698558,0.0783698558
25644,-0.0783698558,0.0783698558
25647,-0.0783698558,0.0783698558
25650,-0.0783698558,0.0783698558
25654,-0.0783698558,0.0783698558
25657,-0.0783698558,0.0783698558
25660,-0.0909091186,0.0909091186
25664,-0.0909091186,0.0909091186
25667,-0.0909091186,0.0909091186
25670,-0.0909091186,0.0909091186
25674,-0.0909091186,0.0909091186
25677,-0.0909091186,0.0909091186
25680,-0.1034482717,0.1034482717
25684,-0.1034482717,0.1034482717
25688,-0.1034482717,0.1034482717
25691,-0.1034482717,0.1034482717
25695,-0.1034482717,0.1034482717
25698,-0.1034482717,0.1034482717
25701,-0.1159874200,0.1159874200
25705,-0.1159874200,0.1159874200
25708,-0.1159874200,0.1159874200
25712,-0.1159874200,0.1159874200
25715,-0.1159874200,0.1159874200
25718,-0.1159874200,0.1159874200
25722,-0.1473354101,0.1473354101
25725,-0.1473354101,0.1473354101
25729,-0.1473354101,0.1473354101
25733,-0.1473354101,0.1473354101
25736,-0.1473354101,0.1473354101
25739,-0.1473354101,0.1473354101
25743,-0.1536049842,0.1536049842
25746,-0.1536049842,0.1536049842
25750,-0.1536049842,0.1536049842
25753,-0.1536049842,0.1536049842
25756,-0.1536049842,0.1536049842
25760,-0.1536049842,0.1536049842
25763,-0.1661442518,0.1661442518
25766,-0.1661442518,0.1661442518
25771,-0.1661442518,0.1661442518
25774,-0.1661442518,0.1661442518
25777,-0.1661442518,0.1661442518
25781,-0.1661442518,0.1661442518
25784,-0.1724138259,0.1724138259
25788,-0.1724138259,0.1724138259
25791,-0.1724138259,0.1724138259
25794,-0.1724138259,0.1724138259
25798,-0.1724138259,0.1724138259
25801,-0.1724138259,0.1724138259
25804,-0.1912225532,0.1912225532
25808,-0.1912225532,0.1912225532
25811,-0.1912225532,0.1912225532
25816,-0.1912225532,0.1912225532
25819,-0.1912225532,0.1912225532
25822,-0.1912225532,0.1912225532
25826,-0.2037616968,0.2037616968
25829,-0.2037616968,0.2037616968
25832,-0.2037616968,0.2037616968
25836,-0.2037616968,0.2037616968
25839,-0.2037616968,0.2037616968
25842,-0.2037616968,0.2037616968
25846,-0.2163009643,0.2163009643
25849,-0.2163009643,0.2163009643
25853,-0.2163009643,0.2163009643
25857,-0.2163009643,0.2163009643
25860,-0.2163009643,0.2163009643
25863,-0.2163009643,0.2163009643
25867,-0.2163009643,0.2163009643
25870,-0.2163009643,0.2163009643
25874,-0.2163009643,0.2163009643
25877,-0.2163009643,0.2163009643
25880,-0.2163009643,0.2163009643
25884,-0.2163009643,0.2163009643
25887,-0.2351096868,0.2351096868
25890,-0.2351096868,0.2351096868
25894,-0.2351096868,0.2351096868
25897,-0.2351096868,0.2351096868
25901,-0.2351096868,0.2351096868
25905,-0.2351096868,0.2351096868
25908,-0.2413792610,0.2413792610
25912,-0.2413792610,0.2413792610
25915,-0.2413792610,0.2413792610
25918,-0.2413792610,0.2413792610
25922,-0.2413792610,0.2413792610
25925,-0.2413792610,0.2413792610
25928,-0.2413792610,0.2413792610
25932,-0.2413792610,0.2413792610
25935,-0.2413792610,0.2413792610
25938,-0.2413792610,0.2413792610
25943,-0.2413792610,0.2413792610
25946,-0.2413792610,0.2413792610
25949,-0.2539185285,0.2539185285
25953,-0.2539185285,0.2539185285
25956,-0.2539185285,0.2539185285
25960,-0.2539185285,0.2539185285
25963,-0.2539185285,0.2539185285
25966,-0.2539185285,0.2539185285
25970,-0.2601881027,0.2601881027
25973,-0.2601881027,0.2601881027
25976,-0.2601881027,0.2601881027
25980,-0.2601881027,0.2601881027
25984,-0.2601881027,0.2601881027
25987,-0.2601881027,0.2601881027
25991,-0.2789968252,0.2789968252
25994,-0.2789968252,0.2789968252
25997,-0.2789968252,0.2789968252
26001,-0.2789968252,0.2789968252
26004,-0.2789968252,0.2789968252
26007,-0.2789968252,0.2789968252
26011,-0.2915360927,0.2915360927
26014,-0.2915360927,0.2915360927
26018,-0.2915360927,0.2915360927
26021,-0.2915360927,0.2915360927
26024,-0.2915360927,0.2915360927
26029,-0.2915360927,0.2915360927
26032,-0.3040752410,0.3040752410
26035,-0.3040752410,0.3040752410
26039,-0.3040752410,0.3040752410
26042,-0.3040752410,0.3040752410
26045,-0.3040752410,0.3040752410
26049,-0.3040752410,0.3040752410
26052,-0.3103448152,0.3103448152
26055,-0.3103448152,0.3103448152
26059,-0.3103448152,0.3103448152
26062,-0.3103448152,0.3103448152
26065,-0.3103448152,0.3103448152
26070,-0.3103448152,0.3103448152
26073,-0.3166143894,0.3166143894
26076,-0.3166143894,0.3166143894
26080,-0.3166143894,0.3166143894
26083,-0.3166143894,0.3166143894
26086,-0.3166143894,0.3166143894
26090,-0.3166143894,0.3166143894
26093,-0.3228839635,0.3228839635
26097,-0.3228839635,0.3228839635
26100,-0.3228839635,0.3228839635
26103,-0.3228839635,0.3228839635
26107,-0.3228839635,0.3228839635
26110,-0.3228839635,0.3228839635
26114,-0.3354232311,0.3354232311
26118,-0.3354232311,0.3354232311
26121,-0.3354232311,0.3354232311
26124,-0.3354232311,0.3354232311
26128,-0.3354232311,0.3354232311
26131,-0.3354232311,0.3354232311
26135,-0.3354232311,0.3354232311
26138,-0.3354232311,0.3354232311
26141,-0.3354232311,0.3354232311
26145,-0.3354232311,0.3354232311
26148,-0.3354232311,0.3354232311
26151,-0.3354232311,0.3354232311
26156,-0.3416928052,0.3416928052
26159,-0.3416928052,0.3416928052
26163,-0.3416928052,0.3416928052
26166,-0.3416928052,0.3416928052
26169,-0.3416928052,0.3416928052
26173,-0.3416928052,0.3416928052
26176,-0.3479623794,0.3479623794
26179,-0.3479623794,0.3479623794
26183,-0.3479623794,0.3479623794
26186,-0.3479623794,0.3479623794
26189,-0.3479623794,0.3479623794
26193,-0.3479623794,0.3479623794
26196,-0.3605015277,0.3605015277
26200,-0.3605015277,0.3605015277
26204,-0.3605015277,0.3605015277
26207,-0.3605015277,0.3605015277
26210,-0.3605015277,0.3605015277
26214,-0.3605015277,0.3605015277
26217,-0.3605015277,0.3605015277
26221,-0.3605015277,0.3605015277
26224,-0.3605015277,0.3605015277
26227,-0.3605015277,0.3605015277
26230,-0.3605015277,0.3605015277
26234,-0.3605015277,0.3605015277
26237,-0.3730407953,0.3730407953
26242,-0.3730407953,0.3730407953
26245,-0.3730407953,0.3730407953
26248,-0.3730407953,0.3730407953
26252,-0.3730407953,0.3730407953
26255,-0.3730407953,0.3730407953
26258,-0.3855799484,0.3855799484
26262,-0.3855799484,0.3855799484
26265,-0.3855799484,0.3855799484
26268,-0.3855799484,0.3855799484
